,state,county,cousub,county name,state initials,rent50_0_2018,rent50_0_2019,rent50_1_2018,rent50_1_2019,rent50_2_2018,rent50_2_2019,rent50_3_2018,rent50_3_2019,rent50_4_2018,rent50_4_2019,pop2010_2018,pop2010_2019,hu2010_2018,hu2010_2019
0,1,1,99999,Autauga County,AL,631,620.0,742,743.0,890,880.0,1133,1112.0,1558,1532.0,54571.0,54571.0,22135.0,22135.0
1,1,3,99999,Baldwin County,AL,786,816.0,809,835.0,929,959.0,1351,1352.0,1578,1622.0,182265.0,182265.0,104061.0,104061.0
2,1,5,99999,Barbour County,AL,527,538.0,531,541.0,706,716.0,885,901.0,998,1011.0,27457.0,27457.0,11829.0,11829.0
3,1,7,99999,Bibb County,AL,749,763.0,832,824.0,955,943.0,1273,1247.0,1424,1385.0,22915.0,22915.0,8981.0,8981.0
4,1,9,99999,Blount County,AL,749,763.0,832,824.0,955,943.0,1273,1247.0,1424,1385.0,57322.0,57322.0,23887.0,23887.0
5,1,11,99999,Bullock County,AL,512,539.0,513,548.0,643,688.0,873,912.0,876,972.0,10914.0,10914.0,4493.0,4493.0
6,1,13,99999,Butler County,AL,478,510.0,481,514.0,640,678.0,855,878.0,905,1191.0,20947.0,20947.0,9964.0,9964.0
7,1,15,99999,Calhoun County,AL,507,485.0,542,545.0,721,718.0,942,941.0,1099,1095.0,118572.0,118572.0,53289.0,53289.0
8,1,17,99999,Chambers County,AL,486,516.0,615,640.0,738,764.0,925,959.0,1005,1059.0,34215.0,34215.0,17004.0,17004.0
9,1,19,99999,Cherokee County,AL,512,520.0,516,524.0,686,693.0,966,933.0,970,937.0,25989.0,25989.0,16267.0,16267.0
10,1,21,99999,Chilton County,AL,564,563.0,615,597.0,706,683.0,1027,988.0,1243,1200.0,43643.0,43643.0,19278.0,19278.0
11,1,23,99999,Choctaw County,AL,541,541.0,545,545.0,725,721.0,909,903.0,1025,1019.0,13859.0,13859.0,7269.0,7269.0
12,1,25,99999,Clarke County,AL,483,492.0,528,538.0,606,628.0,881,908.0,978,927.0,25833.0,25833.0,12638.0,12638.0
13,1,27,99999,Clay County,AL,513,535.0,528,549.0,606,628.0,881,908.0,1067,1103.0,13932.0,13932.0,6776.0,6776.0
14,1,29,99999,Cleburne County,AL,516,515.0,520,519.0,691,686.0,866,900.0,1136,1205.0,14972.0,14972.0,6718.0,6718.0
15,1,31,99999,Coffee County,AL,581,606.0,583,610.0,686,743.0,998,1074.0,1208,1305.0,49948.0,49948.0,22330.0,22330.0
16,1,33,99999,Colbert County,AL,561,564.0,564,568.0,713,717.0,945,943.0,1183,1201.0,54428.0,54428.0,25758.0,25758.0
17,1,35,99999,Conecuh County,AL,453,474.0,456,478.0,606,628.0,854,884.0,857,887.0,13228.0,13228.0,7093.0,7093.0
18,1,37,99999,Coosa County,AL,541,546.0,541,550.0,679,727.0,915,922.0,960,1027.0,11539.0,11539.0,6478.0,6478.0
19,1,39,99999,Covington County,AL,474,488.0,477,491.0,634,632.0,838,847.0,1117,1100.0,37765.0,37765.0,18829.0,18829.0
20,1,41,99999,Crenshaw County,AL,456,472.0,459,475.0,606,628.0,773,787.0,971,966.0,13906.0,13906.0,6735.0,6735.0
21,1,43,99999,Cullman County,AL,513,536.0,544,577.0,674,714.0,890,962.0,918,965.0,80406.0,80406.0,37054.0,37054.0
22,1,45,99999,Dale County,AL,427,507.0,516,532.0,652,668.0,892,902.0,1148,1173.0,50251.0,50251.0,22677.0,22677.0
23,1,47,99999,Dallas County,AL,474,543.0,517,562.0,606,673.0,813,871.0,933,953.0,43820.0,43820.0,20208.0,20208.0
24,1,49,99999,DeKalb County,AL,453,472.0,456,475.0,606,628.0,780,833.0,825,849.0,71109.0,71109.0,31109.0,31109.0
25,1,51,99999,Elmore County,AL,631,620.0,742,743.0,890,880.0,1133,1112.0,1558,1532.0,79303.0,79303.0,32657.0,32657.0
26,1,53,99999,Escambia County,AL,527,497.0,542,555.0,623,635.0,819,847.0,849,869.0,38319.0,38319.0,16486.0,16486.0
27,1,55,99999,Etowah County,AL,530,538.0,533,542.0,709,717.0,889,905.0,1042,1050.0,104430.0,104430.0,47454.0,47454.0
28,1,57,99999,Fayette County,AL,483,492.0,528,549.0,606,628.0,851,841.0,857,887.0,17241.0,17241.0,8437.0,8437.0
29,1,59,99999,Franklin County,AL,490,497.0,526,548.0,615,634.0,771,794.0,869,857.0,31704.0,31704.0,14022.0,14022.0
30,1,61,99999,Geneva County,AL,572,553.0,576,557.0,748,732.0,1005,972.0,1173,1124.0,26790.0,26790.0,12687.0,12687.0
31,1,63,99999,Greene County,AL,483,492.0,483,549.0,606,628.0,854,884.0,857,887.0,9045.0,9045.0,5007.0,5007.0
32,1,65,99999,Hale County,AL,640,699.0,704,750.0,859,900.0,1103,1161.0,1170,1217.0,15760.0,15760.0,7655.0,7655.0
33,1,67,99999,Henry County,AL,570,503.0,586,561.0,673,642.0,844,820.0,1185,1128.0,17302.0,17302.0,8891.0,8891.0
34,1,69,99999,Houston County,AL,572,553.0,576,557.0,748,732.0,1005,972.0,1173,1124.0,101547.0,101547.0,45319.0,45319.0
35,1,71,99999,Jackson County,AL,418,459.0,542,605.0,655,715.0,821,896.0,892,966.0,53227.0,53227.0,24786.0,24786.0
36,1,73,99999,Jefferson County,AL,749,763.0,832,824.0,955,943.0,1273,1247.0,1424,1385.0,658466.0,658466.0,300552.0,300552.0
37,1,75,99999,Lamar County,AL,483,492.0,523,546.0,606,628.0,854,908.0,857,940.0,14564.0,14564.0,7354.0,7354.0
38,1,77,99999,Lauderdale County,AL,561,564.0,564,568.0,713,717.0,945,943.0,1183,1201.0,92709.0,92709.0,43791.0,43791.0
39,1,79,99999,Lawrence County,AL,465,473.0,549,557.0,703,718.0,917,927.0,974,986.0,34339.0,34339.0,15229.0,15229.0
40,1,81,99999,Lee County,AL,598,588.0,680,674.0,889,875.0,1190,1164.0,1439,1381.0,140247.0,140247.0,62391.0,62391.0
41,1,83,99999,Limestone County,AL,558,635.0,646,743.0,768,877.0,1034,1175.0,1353,1540.0,82782.0,82782.0,34977.0,34977.0
42,1,85,99999,Lowndes County,AL,631,620.0,742,743.0,890,880.0,1133,1112.0,1558,1532.0,11299.0,11299.0,5140.0,5140.0
43,1,87,99999,Macon County,AL,474,502.0,477,505.0,634,668.0,911,906.0,1059,1140.0,21452.0,21452.0,10259.0,10259.0
44,1,89,99999,Madison County,AL,558,635.0,646,743.0,768,877.0,1034,1175.0,1353,1540.0,334811.0,334811.0,146447.0,146447.0
45,1,91,99999,Marengo County,AL,483,492.0,498,539.0,606,628.0,881,908.0,1067,1103.0,21027.0,21027.0,10237.0,10237.0
46,1,93,99999,Marion County,AL,453,472.0,456,475.0,606,628.0,804,844.0,953,1056.0,30776.0,30776.0,14737.0,14737.0
47,1,95,99999,Marshall County,AL,492,506.0,495,510.0,655,674.0,889,908.0,892,911.0,93019.0,93019.0,40342.0,40342.0
48,1,97,99999,Mobile County,AL,728,725.0,733,730.0,901,909.0,1182,1203.0,1369,1365.0,412992.0,412992.0,178196.0,178196.0
49,1,99,99999,Monroe County,AL,483,492.0,528,549.0,606,628.0,769,787.0,899,892.0,23068.0,23068.0,11333.0,11333.0
50,1,101,99999,Montgomery County,AL,631,620.0,742,743.0,890,880.0,1133,1112.0,1558,1532.0,229363.0,229363.0,101641.0,101641.0
51,1,103,99999,Morgan County,AL,465,473.0,549,557.0,703,718.0,917,927.0,974,986.0,119490.0,119490.0,51193.0,51193.0
52,1,105,99999,Perry County,AL,513,535.0,528,549.0,606,628.0,854,803.0,857,947.0,10591.0,10591.0,4737.0,4737.0
53,1,107,99999,Pickens County,AL,451,478.0,456,481.0,606,628.0,822,846.0,825,849.0,19746.0,19746.0,9483.0,9483.0
54,1,109,99999,Pike County,AL,554,544.0,558,610.0,669,709.0,909,958.0,911,958.0,32899.0,32899.0,15267.0,15267.0
55,1,111,99999,Randolph County,AL,435,446.0,539,573.0,682,694.0,974,1003.0,1074,1022.0,22913.0,22913.0,11982.0,11982.0
56,1,113,99999,Russell County,AL,672,694.0,742,771.0,891,930.0,1236,1268.0,1569,1634.0,52947.0,52947.0,24595.0,24595.0
57,1,115,99999,St. Clair County,AL,749,763.0,832,824.0,955,943.0,1273,1247.0,1424,1385.0,83593.0,83593.0,35541.0,35541.0
58,1,117,99999,Shelby County,AL,749,763.0,832,824.0,955,943.0,1273,1247.0,1424,1385.0,195085.0,195085.0,80970.0,80970.0
59,1,119,99999,Sumter County,AL,558,580.0,562,584.0,747,772.0,937,967.0,1017,1044.0,13763.0,13763.0,6786.0,6786.0
60,1,121,99999,Talladega County,AL,494,535.0,497,538.0,661,712.0,897,932.0,922,978.0,82291.0,82291.0,37088.0,37088.0
61,1,123,99999,Tallapoosa County,AL,540,547.0,554,566.0,638,659.0,902,925.0,1026,1067.0,41616.0,41616.0,22111.0,22111.0
62,1,125,99999,Tuscaloosa County,AL,640,699.0,704,750.0,859,900.0,1103,1161.0,1170,1217.0,194656.0,194656.0,84872.0,84872.0
63,1,127,99999,Walker County,AL,534,526.0,537,529.0,697,700.0,881,877.0,1041,1053.0,67023.0,67023.0,30816.0,30816.0
64,1,129,99999,Washington County,AL,547,564.0,547,574.0,686,720.0,863,902.0,970,1017.0,17581.0,17581.0,8407.0,8407.0
65,1,131,99999,Wilcox County,AL,483,492.0,528,549.0,606,628.0,854,884.0,857,887.0,11670.0,11670.0,5649.0,5649.0
66,1,133,99999,Winston County,AL,453,472.0,456,475.0,606,628.0,881,908.0,1009,962.0,24484.0,24484.0,13469.0,13469.0
67,2,13,99999,Aleutians East Borough,AK,791,826.0,964,890.0,1107,1163.0,1388,1457.0,1508,1572.0,3141.0,3141.0,747.0,747.0
68,2,16,99999,Aleutians West Census Area,AK,1135,1165.0,1338,1371.0,1779,1813.0,2230,2272.0,2738,2760.0,5561.0,5561.0,1929.0,1929.0
69,2,20,99999,Anchorage Municipality,AK,978,989.0,1097,1067.0,1417,1394.0,2061,2016.0,2496,2449.0,291826.0,291826.0,113032.0,113032.0
70,2,50,99999,Bethel Census Area,AK,1165,1253.0,1419,1486.0,1630,1701.0,2044,2131.0,2220,2299.0,17013.0,17013.0,5919.0,5919.0
71,2,60,99999,Bristol Bay Borough,AK,941,927.0,1002,1004.0,1317,1305.0,1699,1757.0,1794,1764.0,997.0,997.0,969.0,969.0
72,2,68,99999,Denali Borough,AK,1086,1137.0,1178,1233.0,1520,1601.0,1906,2006.0,2339,2437.0,1826.0,1826.0,1771.0,1771.0
73,2,70,99999,Dillingham Census Area,AK,1143,1139.0,1181,1212.0,1356,1488.0,1878,2056.0,2087,2057.0,4847.0,4847.0,2427.0,2427.0
74,2,90,99999,Fairbanks North Star Borough,AK,924,922.0,1089,1085.0,1449,1435.0,2108,2075.0,2552,2521.0,97581.0,97581.0,41783.0,41783.0
75,2,100,99999,Haines Borough,AK,725,737.0,883,799.0,1014,1038.0,1284,1350.0,1560,1580.0,2508.0,2508.0,1631.0,1631.0
76,2,105,99999,Hoonah-Angoon Census Area,AK,556,616.0,675,838.0,871,959.0,1182,1292.0,1186,1296.0,2150.0,2150.0,1771.0,1771.0
77,2,110,99999,Juneau City and Borough,AK,966,995.0,1138,1170.0,1514,1548.0,2165,2213.0,2667,2719.0,31275.0,31275.0,13055.0,13055.0
78,2,122,99999,Kenai Peninsula Borough,AK,868,912.0,874,921.0,1154,1216.0,1496,1613.0,1689,1766.0,55400.0,55400.0,30578.0,30578.0
79,2,130,99999,Ketchikan Gateway Borough,AK,864,910.0,1019,1071.0,1355,1417.0,1780,1902.0,2387,2489.0,13477.0,13477.0,6166.0,6166.0
80,2,150,99999,Kodiak Island Borough,AK,1065,1128.0,1095,1219.0,1258,1445.0,1830,1946.0,2004,1953.0,13592.0,13592.0,5303.0,5303.0
81,2,158,99999,Kusilvak Census Area,AK,710,702.0,866,864.0,994,989.0,1246,1239.0,1354,1337.0,7459.0,7459.0,2183.0,2183.0
82,2,164,99999,Lake and Peninsula Borough,AK,677,669.0,809,761.0,947,942.0,1187,1180.0,1457,1655.0,1631.0,1631.0,1502.0,1502.0
83,2,170,99999,Matanuska-Susitna Borough,AK,777,803.0,877,852.0,1167,1127.0,1698,1630.0,2055,1980.0,88995.0,88995.0,41329.0,41329.0
84,2,180,99999,Nome Census Area,AK,1077,1141.0,1426,1489.0,1689,1776.0,2118,2225.0,2300,2401.0,9492.0,9492.0,4008.0,4008.0
85,2,185,99999,North Slope Borough,AK,1025,1110.0,1137,1273.0,1306,1457.0,1768,1825.0,2258,2026.0,9430.0,9430.0,2500.0,2500.0
86,2,188,99999,Northwest Arctic Borough,AK,1209,1257.0,1243,1290.0,1428,1477.0,1938,1989.0,1945,1996.0,7523.0,7523.0,2707.0,2707.0
87,2,195,99999,Petersburg Census Area,AK,716,735.0,844,892.0,1123,1144.0,1408,1433.0,1728,1741.0,3815.0,3815.0,1994.0,1994.0
88,2,198,99999,Prince of Wales-Hyder Census Area,AK,843,858.0,849,864.0,1101,1143.0,1380,1432.0,1500,1545.0,5559.0,5559.0,2992.0,2992.0
89,2,220,99999,Sitka City and Borough,AK,963,982.0,1074,1125.0,1344,1343.0,1868,1915.0,2367,2359.0,8881.0,8881.0,4102.0,4102.0
90,2,230,99999,Skagway Municipality,AK,1048,1053.0,1183,1244.0,1467,1483.0,2134,2144.0,2258,2257.0,968.0,968.0,636.0,636.0
91,2,240,99999,Southeast Fairbanks Census Area,AK,930,931.0,1098,1093.0,1301,1311.0,1892,1896.0,2291,2303.0,7029.0,7029.0,3915.0,3915.0
92,2,261,99999,Valdez-Cordova Census Area,AK,894,839.0,961,977.0,1278,1293.0,1602,1620.0,1967,1968.0,9636.0,9636.0,6102.0,6102.0
93,2,275,99999,Wrangell City and Borough,AK,750,780.0,755,785.0,1004,1039.0,1276,1315.0,1545,1581.0,2369.0,2369.0,1428.0,1428.0
94,2,282,99999,Yakutat City and Borough,AK,843,878.0,887,935.0,1180,1237.0,1479,1550.0,1816,1883.0,662.0,662.0,450.0,450.0
95,2,290,99999,Yukon-Koyukuk Census Area,AK,653,592.0,658,722.0,841,834.0,1101,1206.0,1481,1465.0,5588.0,5588.0,4038.0,4038.0
96,4,1,99999,Apache County,AZ,508,561.0,595,625.0,697,763.0,998,1074.0,1206,1245.0,71518.0,71518.0,32514.0,32514.0
97,4,3,99999,Cochise County,AZ,675,681.0,679,685.0,852,879.0,1239,1271.0,1501,1544.0,131346.0,131346.0,59041.0,59041.0
98,4,5,99999,Coconino County,AZ,835,966.0,982,1084.0,1206,1331.0,1545,1733.0,1836,2096.0,134421.0,134421.0,63321.0,63321.0
99,4,7,99999,Gila County,AZ,684,698.0,689,702.0,916,929.0,1159,1198.0,1248,1256.0,53597.0,53597.0,32698.0,32698.0
100,4,9,99999,Graham County,AZ,630,654.0,688,743.0,831,890.0,1209,1287.0,1433,1488.0,37220.0,37220.0,12980.0,12980.0
101,4,11,99999,Greenlee County,AZ,547,562.0,547,578.0,722,765.0,905,958.0,983,1080.0,8437.0,8437.0,4372.0,4372.0
102,4,12,99999,La Paz County,AZ,590,634.0,594,652.0,790,863.0,990,1128.0,1170,1236.0,20489.0,20489.0,16049.0,16049.0
103,4,13,99999,Maricopa County,AZ,730,797.0,870,929.0,1082,1149.0,1574,1661.0,1813,1901.0,3817117.0,3817117.0,1639279.0,1639279.0
104,4,15,99999,Mohave County,AZ,594,587.0,659,650.0,839,819.0,1205,1181.0,1331,1286.0,200186.0,200186.0,110911.0,110911.0
105,4,17,99999,Navajo County,AZ,615,661.0,619,666.0,777,856.0,1043,1147.0,1203,1271.0,107449.0,107449.0,56938.0,56938.0
106,4,19,99999,Pima County,AZ,579,617.0,682,726.0,907,960.0,1319,1388.0,1554,1641.0,980263.0,980263.0,440909.0,440909.0
107,4,21,99999,Pinal County,AZ,730,797.0,870,929.0,1082,1149.0,1574,1661.0,1813,1901.0,375770.0,375770.0,159222.0,159222.0
108,4,23,99999,Santa Cruz County,AZ,571,592.0,571,601.0,760,795.0,1031,1071.0,1035,1075.0,47420.0,47420.0,18010.0,18010.0
109,4,25,99999,Yavapai County,AZ,706,766.0,711,773.0,945,1023.0,1348,1450.0,1352,1475.0,211033.0,211033.0,110432.0,110432.0
110,4,27,99999,Yuma County,AZ,630,608.0,650,650.0,865,860.0,1258,1243.0,1524,1511.0,195751.0,195751.0,87850.0,87850.0
111,5,1,99999,Arkansas County,AR,514,520.0,518,531.0,683,702.0,930,948.0,1065,1004.0,19019.0,19019.0,9436.0,9436.0
112,5,3,99999,Ashley County,AR,491,481.0,543,546.0,643,650.0,840,862.0,876,879.0,21853.0,21853.0,10137.0,10137.0
113,5,5,99999,Baxter County,AR,534,512.0,550,569.0,731,753.0,967,955.0,996,1018.0,41513.0,41513.0,22580.0,22580.0
114,5,7,99999,Benton County,AR,561,582.0,596,623.0,773,806.0,1110,1149.0,1361,1416.0,221339.0,221339.0,93084.0,93084.0
115,5,9,99999,Boone County,AR,488,499.0,492,510.0,654,674.0,951,975.0,1152,1082.0,36903.0,36903.0,16827.0,16827.0
116,5,11,99999,Bradley County,AR,457,448.0,538,550.0,716,698.0,898,875.0,975,1012.0,11508.0,11508.0,5860.0,5860.0
117,5,13,99999,Calhoun County,AR,511,516.0,583,609.0,669,697.0,869,873.0,975,1014.0,5368.0,5368.0,2897.0,2897.0
118,5,15,99999,Carroll County,AR,532,530.0,535,534.0,712,706.0,924,912.0,1040,1041.0,27446.0,27446.0,13559.0,13559.0
119,5,17,99999,Chicot County,AR,483,481.0,551,568.0,633,650.0,921,865.0,922,992.0,11800.0,11800.0,5421.0,5421.0
120,5,19,99999,Clark County,AR,505,512.0,508,527.0,676,691.0,921,920.0,1090,1087.0,22995.0,22995.0,10385.0,10385.0
121,5,21,99999,Clay County,AR,473,481.0,476,491.0,633,650.0,894,873.0,922,1035.0,16083.0,16083.0,8031.0,8031.0
122,5,23,99999,Cleburne County,AR,530,550.0,534,562.0,710,743.0,991,972.0,1070,1118.0,25970.0,25970.0,15826.0,15826.0
123,5,25,99999,Cleveland County,AR,507,556.0,568,577.0,731,758.0,916,950.0,1138,1193.0,8689.0,8689.0,4064.0,4064.0
124,5,27,99999,Columbia County,AR,451,481.0,551,581.0,633,675.0,921,949.0,960,1043.0,24552.0,24552.0,11596.0,11596.0
125,5,29,99999,Conway County,AR,570,513.0,574,559.0,763,740.0,957,927.0,1104,1000.0,21273.0,21273.0,9720.0,9720.0
126,5,31,99999,Craighead County,AR,507,522.0,630,627.0,764,778.0,1076,1082.0,1076,1164.0,96443.0,96443.0,40515.0,40515.0
127,5,33,99999,Crawford County,AR,506,510.0,545,545.0,725,721.0,981,986.0,1169,1178.0,61948.0,61948.0,26115.0,26115.0
128,5,35,99999,Crittenden County,AR,670,704.0,753,794.0,889,936.0,1212,1277.0,1405,1467.0,50902.0,50902.0,21489.0,21489.0
129,5,37,99999,Cross County,AR,541,544.0,544,556.0,724,735.0,908,923.0,986,994.0,17870.0,17870.0,7853.0,7853.0
130,5,39,99999,Dallas County,AR,473,481.0,476,491.0,633,650.0,883,902.0,886,905.0,8116.0,8116.0,4305.0,4305.0
131,5,41,99999,Desha County,AR,473,481.0,476,491.0,633,650.0,854,899.0,922,946.0,13008.0,13008.0,6261.0,6261.0
132,5,43,99999,Drew County,AR,508,519.0,511,530.0,680,701.0,902,935.0,926,957.0,18509.0,18509.0,8408.0,8408.0
133,5,45,99999,Faulkner County,AR,622,656.0,719,746.0,862,884.0,1154,1179.0,1370,1393.0,113237.0,113237.0,46612.0,46612.0
134,5,47,99999,Franklin County,AR,490,494.0,493,504.0,656,667.0,822,836.0,956,970.0,18125.0,18125.0,8021.0,8021.0
135,5,49,99999,Fulton County,AR,473,481.0,476,491.0,633,650.0,859,910.0,862,913.0,12245.0,12245.0,6778.0,6778.0
136,5,51,99999,Garland County,AR,561,587.0,612,625.0,814,827.0,1021,1036.0,1186,1229.0,96024.0,96024.0,50548.0,50548.0
137,5,53,99999,Grant County,AR,533,573.0,643,673.0,738,770.0,1065,995.0,1192,1179.0,17853.0,17853.0,7758.0,7758.0
138,5,55,99999,Greene County,AR,550,554.0,589,631.0,721,748.0,965,1009.0,1178,1251.0,42090.0,42090.0,17892.0,17892.0
139,5,57,99999,Hempstead County,AR,506,501.0,521,511.0,663,676.0,831,847.0,903,914.0,22609.0,22609.0,10419.0,10419.0
140,5,59,99999,Hot Spring County,AR,528,524.0,586,577.0,691,707.0,906,933.0,1103,1155.0,32923.0,32923.0,14332.0,14332.0
141,5,61,99999,Howard County,AR,411,434.0,484,495.0,644,652.0,818,821.0,938,1010.0,13789.0,13789.0,6238.0,6238.0
142,5,63,99999,Independence County,AR,502,527.0,505,531.0,672,702.0,843,880.0,951,980.0,36647.0,36647.0,16187.0,16187.0
143,5,65,99999,Izard County,AR,473,481.0,476,491.0,633,650.0,859,863.0,862,879.0,13696.0,13696.0,7232.0,7232.0
144,5,67,99999,Jackson County,AR,418,452.0,492,510.0,655,674.0,821,844.0,1009,1031.0,17997.0,17997.0,7601.0,7601.0
145,5,69,99999,Jefferson County,AR,507,556.0,568,577.0,731,758.0,916,950.0,1138,1193.0,77435.0,77435.0,33006.0,33006.0
146,5,71,99999,Johnson County,AR,514,532.0,517,535.0,688,708.0,901,901.0,975,1094.0,25540.0,25540.0,11311.0,11311.0
147,5,73,99999,Lafayette County,AR,483,481.0,511,540.0,633,650.0,819,854.0,1034,1080.0,7645.0,7645.0,4353.0,4353.0
148,5,75,99999,Lawrence County,AR,494,481.0,497,510.0,633,650.0,849,870.0,971,1044.0,17415.0,17415.0,8000.0,8000.0
149,5,77,99999,Lee County,AR,473,481.0,476,491.0,633,650.0,874,940.0,1029,1071.0,10424.0,10424.0,4356.0,4356.0
150,5,79,99999,Lincoln County,AR,507,556.0,568,577.0,731,758.0,916,950.0,1138,1193.0,14134.0,14134.0,4860.0,4860.0
151,5,81,99999,Little River County,AR,450,461.0,476,491.0,633,650.0,804,883.0,918,1004.0,13171.0,13171.0,6460.0,6460.0
152,5,83,99999,Logan County,AR,483,481.0,551,534.0,633,650.0,835,826.0,908,879.0,22353.0,22353.0,10108.0,10108.0
153,5,85,99999,Lonoke County,AR,622,656.0,719,746.0,862,884.0,1154,1179.0,1370,1393.0,68356.0,68356.0,27239.0,27239.0
154,5,87,99999,Madison County,AR,561,582.0,596,623.0,773,806.0,1110,1149.0,1361,1416.0,15717.0,15717.0,7481.0,7481.0
155,5,89,99999,Marion County,AR,440,452.0,504,528.0,633,650.0,801,821.0,1115,1142.0,16653.0,16653.0,9354.0,9354.0
156,5,91,99999,Miller County,AR,592,604.0,665,663.0,843,847.0,1084,1080.0,1249,1332.0,43462.0,43462.0,19281.0,19281.0
157,5,93,99999,Mississippi County,AR,512,459.0,516,541.0,686,715.0,885,910.0,934,966.0,46480.0,46480.0,20459.0,20459.0
158,5,95,99999,Monroe County,AR,492,481.0,504,516.0,644,650.0,812,833.0,1134,1139.0,8149.0,8149.0,4455.0,4455.0
159,5,97,99999,Montgomery County,AR,486,488.0,489,491.0,651,650.0,816,834.0,948,1142.0,9487.0,9487.0,5763.0,5763.0
160,5,99,99999,Nevada County,AR,503,566.0,506,578.0,673,764.0,867,957.0,917,1033.0,8997.0,8997.0,4563.0,4563.0
161,5,101,99999,Newton County,AR,478,481.0,481,501.0,633,650.0,921,940.0,922,946.0,8330.0,8330.0,4664.0,4664.0
162,5,103,99999,Ouachita County,AR,521,523.0,524,526.0,637,654.0,850,867.0,980,913.0,26120.0,26120.0,13121.0,13121.0
163,5,105,99999,Perry County,AR,622,656.0,719,746.0,862,884.0,1154,1179.0,1370,1393.0,10445.0,10445.0,4907.0,4907.0
164,5,107,99999,Phillips County,AR,479,481.0,482,491.0,641,650.0,930,934.0,1129,1142.0,21757.0,21757.0,10126.0,10126.0
165,5,109,99999,Pike County,AR,536,553.0,551,568.0,633,650.0,794,833.0,917,1043.0,11291.0,11291.0,5580.0,5580.0
166,5,111,99999,Poinsett County,AR,473,488.0,476,491.0,633,650.0,859,875.0,862,879.0,24583.0,24583.0,10923.0,10923.0
167,5,113,99999,Polk County,AR,473,464.0,476,510.0,633,650.0,794,814.0,1028,1108.0,20662.0,20662.0,10002.0,10002.0
168,5,115,99999,Pope County,AR,515,552.0,518,556.0,689,735.0,1002,1063.0,1112,1135.0,61754.0,61754.0,25551.0,25551.0
169,5,117,99999,Prairie County,AR,473,481.0,476,491.0,633,650.0,852,814.0,922,946.0,8715.0,8715.0,4503.0,4503.0
170,5,119,99999,Pulaski County,AR,622,656.0,719,746.0,862,884.0,1154,1179.0,1370,1393.0,382748.0,382748.0,175555.0,175555.0
171,5,121,99999,Randolph County,AR,475,484.0,478,494.0,636,653.0,797,818.0,926,950.0,17969.0,17969.0,8513.0,8513.0
172,5,123,99999,St. Francis County,AR,473,443.0,476,491.0,633,650.0,921,940.0,1115,1142.0,28258.0,28258.0,10903.0,10903.0
173,5,125,99999,Saline County,AR,622,656.0,719,746.0,862,884.0,1154,1179.0,1370,1393.0,107118.0,107118.0,44811.0,44811.0
174,5,127,99999,Scott County,AR,473,488.0,476,491.0,633,650.0,794,814.0,922,946.0,11233.0,11233.0,5193.0,5193.0
175,5,129,99999,Searcy County,AR,483,481.0,508,495.0,633,650.0,856,926.0,922,946.0,8195.0,8195.0,4900.0,4900.0
176,5,131,99999,Sebastian County,AR,506,510.0,545,545.0,725,721.0,981,986.0,1169,1178.0,125744.0,125744.0,54651.0,54651.0
177,5,133,99999,Sevier County,AR,406,418.0,478,503.0,636,650.0,797,814.0,926,946.0,17058.0,17058.0,6887.0,6887.0
178,5,135,99999,Sharp County,AR,405,418.0,477,491.0,635,650.0,839,874.0,938,979.0,17264.0,17264.0,9822.0,9822.0
179,5,137,99999,Stone County,AR,491,493.0,494,503.0,657,666.0,824,834.0,895,900.0,12394.0,12394.0,6712.0,6712.0
180,5,139,99999,Union County,AR,592,581.0,605,597.0,699,683.0,876,911.0,1173,1182.0,41639.0,41639.0,19653.0,19653.0
181,5,141,99999,Van Buren County,AR,479,503.0,483,513.0,642,679.0,842,851.0,895,918.0,17295.0,17295.0,10345.0,10345.0
182,5,143,99999,Washington County,AR,561,582.0,596,623.0,773,806.0,1110,1149.0,1361,1416.0,203065.0,203065.0,87808.0,87808.0
183,5,145,99999,White County,AR,527,534.0,530,561.0,687,721.0,983,1007.0,1210,1245.0,77076.0,77076.0,32488.0,32488.0
184,5,147,99999,Woodruff County,AR,407,429.0,476,508.0,633,650.0,794,814.0,862,879.0,7260.0,7260.0,3893.0,3893.0
185,5,149,99999,Yell County,AR,500,473.0,504,540.0,633,650.0,921,894.0,1015,1006.0,22185.0,22185.0,9752.0,9752.0
186,6,1,99999,Alameda County,CA,1660,1562.0,2000,1892.0,2511,2357.0,3470,3243.0,4254,3977.0,1510271.0,1510271.0,582549.0,582549.0
187,6,3,99999,Alpine County,CA,695,704.0,764,787.0,1012,1035.0,1442,1478.0,1637,1663.0,1175.0,1175.0,1760.0,1760.0
188,6,5,99999,Amador County,CA,757,847.0,829,853.0,1102,1128.0,1590,1631.0,1762,1862.0,38091.0,38091.0,18032.0,18032.0
189,6,7,99999,Butte County,CA,758,859.0,834,951.0,1055,1216.0,1535,1758.0,1796,2042.0,220000.0,220000.0,95835.0,95835.0
190,6,9,99999,Calaveras County,CA,668,681.0,822,860.0,972,1001.0,1414,1447.0,1712,1758.0,45578.0,45578.0,27925.0,27925.0
191,6,11,99999,Colusa County,CA,572,636.0,780,770.0,896,934.0,1303,1350.0,1509,1641.0,21419.0,21419.0,7883.0,7883.0
192,6,13,99999,Contra Costa County,CA,1660,1562.0,2000,1892.0,2511,2357.0,3470,3243.0,4254,3977.0,1049025.0,1049025.0,400263.0,400263.0
