,state,county,cousub,county name,state initials,rent50_0_2018,rent50_0_2019,rent50_1_2018,rent50_1_2019,rent50_2_2018,rent50_2_2019,rent50_3_2018,rent50_3_2019,rent50_4_2018,rent50_4_2019,pop2010_2018,pop2010_2019,hu2010_2018,hu2010_2019
681,13,271,99999,Telfair County,GA,492,500.0,495,503.0,659,666.0,826,834.0,1047,1044.0,16500.0,16500.0,7297.0,7297.0
682,13,273,99999,Terrell County,GA,601,591.0,630,604.0,766,727.0,1016,958.0,1085,1037.0,9315.0,9315.0,4080.0,4080.0
683,13,275,99999,Thomas County,GA,608,626.0,632,644.0,786,804.0,1051,1047.0,1097,1170.0,44720.0,44720.0,20177.0,20177.0
684,13,277,99999,Tift County,GA,556,552.0,560,555.0,728,703.0,913,881.0,1017,1008.0,40118.0,40118.0,16434.0,16434.0
685,13,279,99999,Toombs County,GA,489,476.0,574,559.0,659,660.0,910,883.0,1161,1159.0,27223.0,27223.0,12144.0,12144.0
686,13,281,99999,Towns County,GA,636,639.0,640,643.0,780,783.0,1075,1062.0,1374,1375.0,10471.0,10471.0,7731.0,7731.0
687,13,283,99999,Treutlen County,GA,499,496.0,502,499.0,659,660.0,916,954.0,1047,1035.0,6885.0,6885.0,2992.0,2992.0
688,13,285,99999,Troup County,GA,633,658.0,637,662.0,803,845.0,1168,1196.0,1183,1225.0,67044.0,67044.0,28046.0,28046.0
689,13,287,99999,Turner County,GA,517,523.0,520,526.0,659,660.0,826,827.0,1161,1159.0,8930.0,8930.0,3841.0,3841.0
690,13,289,99999,Twiggs County,GA,584,571.0,749,754.0,860,863.0,1150,1141.0,1382,1351.0,9023.0,9023.0,4235.0,4235.0
691,13,291,99999,Union County,GA,541,572.0,544,576.0,724,722.0,908,905.0,1221,1202.0,21356.0,21356.0,14052.0,14052.0
692,13,293,99999,Upson County,GA,468,489.0,638,629.0,733,761.0,1022,994.0,1153,1140.0,27153.0,27153.0,12161.0,12161.0
693,13,295,99999,Walker County,GA,580,625.0,701,741.0,862,905.0,1127,1174.0,1392,1436.0,68756.0,68756.0,30100.0,30100.0
694,13,297,99999,Walton County,GA,930,1005.0,957,1031.0,1099,1180.0,1432,1522.0,1760,1870.0,83768.0,83768.0,32435.0,32435.0
695,13,299,99999,Ware County,GA,421,425.0,514,506.0,660,661.0,927,956.0,930,1013.0,36312.0,36312.0,16326.0,16326.0
696,13,301,99999,Warren County,GA,498,505.0,501,508.0,667,672.0,970,943.0,1175,1180.0,5834.0,5834.0,2985.0,2985.0
697,13,303,99999,Washington County,GA,558,562.0,574,576.0,659,660.0,938,925.0,942,929.0,21187.0,21187.0,9047.0,9047.0
698,13,305,99999,Wayne County,GA,501,496.0,505,499.0,671,660.0,919,915.0,1066,1035.0,30099.0,30099.0,12199.0,12199.0
699,13,307,99999,Webster County,GA,535,535.0,538,538.0,682,675.0,855,846.0,1083,1058.0,2799.0,2799.0,1523.0,1523.0
700,13,309,99999,Wheeler County,GA,517,523.0,520,526.0,659,660.0,959,954.0,1047,1035.0,7421.0,7421.0,2625.0,2625.0
701,13,311,99999,White County,GA,591,617.0,595,621.0,787,778.0,1068,1048.0,1072,1052.0,27144.0,27144.0,16062.0,16062.0
702,13,313,99999,Whitfield County,GA,589,577.0,625,659.0,728,758.0,1003,1046.0,1044,1133.0,102599.0,102599.0,39899.0,39899.0
703,13,315,99999,Wilcox County,GA,558,562.0,574,576.0,659,660.0,826,827.0,1047,1035.0,9255.0,9255.0,3510.0,3510.0
704,13,317,99999,Wilkes County,GA,515,552.0,519,556.0,690,735.0,914,921.0,1096,1152.0,10593.0,10593.0,5158.0,5158.0
705,13,319,99999,Wilkinson County,GA,517,526.0,520,530.0,659,664.0,898,864.0,1148,1104.0,9563.0,9563.0,4487.0,4487.0
706,13,321,99999,Worth County,GA,601,591.0,630,604.0,766,727.0,1016,958.0,1085,1037.0,21679.0,21679.0,9251.0,9251.0
707,15,1,99999,Hawaii County,HI,1009,995.0,1160,1170.0,1520,1548.0,1912,1939.0,2226,2133.0,185079.0,185079.0,82324.0,82324.0
708,15,3,99999,Honolulu County,HI,1449,1490.0,1636,1675.0,2176,2215.0,3165,3203.0,3777,3891.0,953207.0,953207.0,336899.0,336899.0
709,15,5,99999,Kalawao County,HI,1218,1285.0,1402,1447.0,1757,1815.0,2556,2618.0,3095,3186.0,90.0,90.0,113.0,113.0
710,15,7,99999,Kauai County,HI,1003,1083.0,1270,1332.0,1573,1686.0,2095,2251.0,2512,2744.0,67091.0,67091.0,29793.0,29793.0
711,15,9,99999,Maui County,HI,1207,1285.0,1388,1447.0,1739,1815.0,2530,2618.0,3063,3186.0,154834.0,154834.0,70379.0,70379.0
712,16,1,99999,Ada County,ID,580,587.0,711,721.0,910,914.0,1314,1317.0,1530,1515.0,392365.0,392365.0,159471.0,159471.0
713,16,3,99999,Adams County,ID,512,501.0,524,529.0,697,700.0,917,956.0,1188,1150.0,3976.0,3976.0,2636.0,2636.0
714,16,5,99999,Bannock County,ID,486,477.0,573,561.0,762,742.0,1062,1034.0,1342,1303.0,82839.0,82839.0,33191.0,33191.0
715,16,7,99999,Bear Lake County,ID,512,501.0,524,530.0,697,700.0,996,1012.0,1228,1230.0,5986.0,5986.0,3914.0,3914.0
716,16,9,99999,Benewah County,ID,546,554.0,559,586.0,743,775.0,988,1038.0,1279,1215.0,9285.0,9285.0,4629.0,4629.0
717,16,11,99999,Bingham County,ID,541,529.0,553,559.0,736,740.0,942,933.0,1282,1233.0,45607.0,45607.0,16141.0,16141.0
718,16,13,99999,Blaine County,ID,791,679.0,809,799.0,1076,1057.0,1349,1340.0,1895,1857.0,21376.0,21376.0,15050.0,15050.0
719,16,15,99999,Boise County,ID,580,587.0,711,721.0,910,914.0,1314,1317.0,1530,1515.0,7028.0,7028.0,5292.0,5292.0
720,16,17,99999,Bonner County,ID,601,570.0,634,617.0,818,797.0,1079,1066.0,1352,1325.0,40877.0,40877.0,24669.0,24669.0
721,16,19,99999,Bonneville County,ID,523,495.0,591,587.0,783,744.0,1098,1068.0,1279,1253.0,104234.0,104234.0,39731.0,39731.0
722,16,21,99999,Boundary County,ID,575,540.0,588,571.0,782,755.0,1132,1092.0,1333,1241.0,10972.0,10972.0,5175.0,5175.0
723,16,23,99999,Butte County,ID,507,523.0,577,594.0,758,786.0,1095,1136.0,1241,1326.0,2891.0,2891.0,1354.0,1354.0
724,16,25,99999,Camas County,ID,514,501.0,530,531.0,700,700.0,1018,1012.0,1193,1150.0,1117.0,1117.0,831.0,831.0
725,16,27,99999,Canyon County,ID,580,587.0,711,721.0,910,914.0,1314,1317.0,1530,1515.0,188923.0,188923.0,69409.0,69409.0
726,16,29,99999,Caribou County,ID,512,501.0,571,529.0,697,700.0,941,911.0,1187,1142.0,6963.0,6963.0,3226.0,3226.0
727,16,31,99999,Cassia County,ID,512,505.0,549,553.0,697,706.0,1014,1007.0,1227,1172.0,22952.0,22952.0,8372.0,8372.0
728,16,33,99999,Clark County,ID,512,501.0,528,531.0,697,700.0,958,968.0,1188,1150.0,982.0,982.0,531.0,531.0
729,16,35,99999,Clearwater County,ID,568,558.0,581,590.0,773,781.0,969,979.0,1053,1056.0,8761.0,8761.0,4453.0,4453.0
730,16,37,99999,Custer County,ID,540,551.0,589,583.0,735,771.0,1069,1115.0,1253,1267.0,4368.0,4368.0,3103.0,3103.0
731,16,39,99999,Elmore County,ID,572,568.0,585,600.0,778,794.0,1101,1098.0,1370,1375.0,27038.0,27038.0,12162.0,12162.0
732,16,41,99999,Franklin County,ID,469,472.0,601,592.0,736,734.0,1071,1057.0,1253,1272.0,12786.0,12786.0,4528.0,4528.0
733,16,43,99999,Fremont County,ID,561,538.0,574,569.0,764,753.0,958,943.0,1135,1104.0,13242.0,13242.0,8531.0,8531.0
734,16,45,99999,Gem County,ID,522,535.0,615,629.0,818,832.0,1121,1110.0,1134,1145.0,16719.0,16719.0,7099.0,7099.0
735,16,47,99999,Gooding County,ID,530,511.0,544,542.0,721,714.0,1049,1032.0,1270,1252.0,15464.0,15464.0,6093.0,6093.0
736,16,49,99999,Idaho County,ID,512,501.0,545,552.0,697,700.0,944,943.0,1178,1190.0,16267.0,16267.0,8744.0,8744.0
737,16,51,99999,Jefferson County,ID,523,495.0,591,587.0,783,744.0,1098,1068.0,1279,1253.0,26140.0,26140.0,8722.0,8722.0
738,16,53,99999,Jerome County,ID,561,552.0,598,605.0,763,772.0,1006,990.0,1163,1203.0,22374.0,22374.0,8101.0,8101.0
739,16,55,99999,Kootenai County,ID,658,659.0,674,685.0,891,889.0,1274,1278.0,1569,1561.0,138494.0,138494.0,63177.0,63177.0
740,16,57,99999,Latah County,ID,562,543.0,588,597.0,761,757.0,1107,1095.0,1340,1330.0,37244.0,37244.0,15988.0,15988.0
741,16,59,99999,Lemhi County,ID,528,566.0,604,609.0,718,791.0,1019,1064.0,1224,1300.0,7936.0,7936.0,4729.0,4729.0
742,16,61,99999,Lewis County,ID,512,501.0,571,579.0,697,700.0,1014,1012.0,1148,1094.0,3821.0,3821.0,1880.0,1880.0
743,16,63,99999,Lincoln County,ID,541,573.0,631,651.0,736,802.0,1046,1129.0,1295,1301.0,5208.0,5208.0,1976.0,1976.0
744,16,65,99999,Madison County,ID,622,633.0,640,649.0,735,743.0,1069,1074.0,1295,1305.0,37536.0,37536.0,11280.0,11280.0
745,16,67,99999,Minidoka County,ID,512,501.0,607,611.0,697,700.0,956,965.0,960,968.0,20069.0,20069.0,7665.0,7665.0
746,16,69,99999,Nez Perce County,ID,542,545.0,620,641.0,825,848.0,1075,1126.0,1343,1381.0,39265.0,39265.0,17438.0,17438.0
747,16,71,99999,Oneida County,ID,514,541.0,530,574.0,700,757.0,956,1025.0,1004,1029.0,4286.0,4286.0,1906.0,1906.0
748,16,73,99999,Owyhee County,ID,580,587.0,711,721.0,910,914.0,1314,1317.0,1530,1515.0,11526.0,11526.0,4781.0,4781.0
749,16,75,99999,Payette County,ID,589,559.0,602,591.0,801,782.0,1017,1034.0,1386,1278.0,22623.0,22623.0,8945.0,8945.0
750,16,77,99999,Power County,ID,584,591.0,598,624.0,795,826.0,997,1035.0,1083,1117.0,7817.0,7817.0,2944.0,2944.0
751,16,79,99999,Shoshone County,ID,540,531.0,585,582.0,735,742.0,966,1013.0,1212,1238.0,12765.0,12765.0,7061.0,7061.0
752,16,81,99999,Teton County,ID,688,703.0,693,705.0,909,914.0,1140,1145.0,1461,1466.0,10170.0,10170.0,5478.0,5478.0
753,16,83,99999,Twin Falls County,ID,513,514.0,589,594.0,778,786.0,1044,1066.0,1356,1319.0,77230.0,77230.0,31072.0,31072.0
754,16,85,99999,Valley County,ID,588,563.0,601,595.0,800,787.0,1164,1138.0,1364,1293.0,9862.0,9862.0,11789.0,11789.0
755,16,87,99999,Washington County,ID,536,511.0,548,541.0,729,715.0,1052,1020.0,1105,1098.0,10198.0,10198.0,4529.0,4529.0
756,17,1,99999,Adams County,IL,549,607.0,553,611.0,727,776.0,1006,1077.0,1040,1124.0,67103.0,67103.0,29842.0,29842.0
757,17,3,99999,Alexander County,IL,557,591.0,561,593.0,744,785.0,1067,1131.0,1185,1242.0,8238.0,8238.0,4006.0,4006.0
758,17,5,99999,Bond County,IL,512,524.0,638,652.0,751,761.0,942,953.0,1153,1124.0,17768.0,17768.0,7089.0,7089.0
759,17,7,99999,Boone County,IL,548,555.0,620,640.0,825,846.0,1111,1142.0,1200,1228.0,54165.0,54165.0,19970.0,19970.0
760,17,9,99999,Brown County,IL,488,502.0,544,560.0,724,741.0,908,928.0,1042,1064.0,6937.0,6937.0,2462.0,2462.0
761,17,11,99999,Bureau County,IL,517,517.0,609,609.0,810,805.0,1016,1009.0,1103,1088.0,34978.0,34978.0,15720.0,15720.0
762,17,13,99999,Calhoun County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,5089.0,5089.0,2835.0,2835.0
763,17,15,99999,Carroll County,IL,489,499.0,542,556.0,721,736.0,904,922.0,1038,1162.0,15387.0,15387.0,8437.0,8437.0
764,17,17,99999,Cass County,IL,572,473.0,589,589.0,684,697.0,984,966.0,1018,1001.0,13642.0,13642.0,5836.0,5836.0
765,17,19,99999,Champaign County,IL,657,727.0,742,747.0,907,897.0,1149,1147.0,1480,1427.0,201081.0,201081.0,87569.0,87569.0
766,17,21,99999,Christian County,IL,513,551.0,542,596.0,710,743.0,902,958.0,998,1008.0,34800.0,34800.0,15563.0,15563.0
767,17,23,99999,Clark County,IL,482,508.0,556,566.0,716,749.0,939,1002.0,1261,1075.0,16335.0,16335.0,7772.0,7772.0
768,17,25,99999,Clay County,IL,451,473.0,583,609.0,670,697.0,846,873.0,964,1081.0,13815.0,13815.0,6404.0,6404.0
769,17,27,99999,Clinton County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,37762.0,37762.0,15311.0,15311.0
770,17,29,99999,Coles County,IL,514,540.0,613,629.0,763,786.0,1070,1083.0,1166,1147.0,53873.0,53873.0,23425.0,23425.0
771,17,31,99999,Cook County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,5194675.0,5194675.0,2180359.0,2180359.0
772,17,33,99999,Crawford County,IL,461,476.0,593,597.0,684,702.0,858,880.0,932,949.0,19817.0,19817.0,8661.0,8661.0
773,17,35,99999,Cumberland County,IL,427,448.0,530,538.0,670,697.0,840,873.0,1119,1155.0,11048.0,11048.0,4874.0,4874.0
774,17,37,99999,DeKalb County,IL,671,694.0,762,788.0,1013,1036.0,1402,1477.0,1683,1746.0,105160.0,105160.0,41079.0,41079.0
775,17,39,99999,De Witt County,IL,570,563.0,574,567.0,709,697.0,982,939.0,983,942.0,16561.0,16561.0,7521.0,7521.0
776,17,41,99999,Douglas County,IL,504,477.0,562,532.0,748,704.0,988,976.0,1065,1044.0,19980.0,19980.0,8390.0,8390.0
777,17,43,99999,DuPage County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,916924.0,916924.0,356179.0,356179.0
778,17,45,99999,Edgar County,IL,475,479.0,530,534.0,705,706.0,915,928.0,961,1034.0,18576.0,18576.0,8803.0,8803.0
779,17,47,99999,Edwards County,IL,451,473.0,579,609.0,670,697.0,840,991.0,984,1133.0,6721.0,6721.0,3187.0,3187.0
780,17,49,99999,Effingham County,IL,539,550.0,543,553.0,699,717.0,1017,1037.0,1118,1161.0,34242.0,34242.0,14570.0,14570.0
781,17,51,99999,Fayette County,IL,439,500.0,504,540.0,670,714.0,863,895.0,931,965.0,22140.0,22140.0,9302.0,9302.0
782,17,53,99999,Ford County,IL,657,727.0,742,747.0,907,897.0,1149,1147.0,1480,1427.0,14081.0,14081.0,6282.0,6282.0
783,17,55,99999,Franklin County,IL,497,600.0,564,604.0,737,768.0,927,993.0,1035,1038.0,39561.0,39561.0,18525.0,18525.0
784,17,57,99999,Fulton County,IL,511,537.0,614,632.0,759,792.0,1009,1051.0,1222,1320.0,37069.0,37069.0,16195.0,16195.0
785,17,59,99999,Gallatin County,IL,451,473.0,583,609.0,670,697.0,961,997.0,964,1001.0,5589.0,5589.0,2746.0,2746.0
786,17,61,99999,Greene County,IL,453,475.0,575,585.0,673,701.0,876,897.0,1036,966.0,13886.0,13886.0,6389.0,6389.0
787,17,63,99999,Grundy County,IL,716,881.0,844,887.0,1122,1173.0,1523,1584.0,1528,1586.0,50063.0,50063.0,19996.0,19996.0
788,17,65,99999,Hamilton County,IL,475,486.0,538,550.0,705,716.0,884,897.0,1015,1028.0,8457.0,8457.0,4104.0,4104.0
789,17,67,99999,Hancock County,IL,440,451.0,530,555.0,679,697.0,851,927.0,991,1043.0,19104.0,19104.0,9274.0,9274.0
790,17,69,99999,Hardin County,IL,451,473.0,572,557.0,670,697.0,900,873.0,964,1001.0,4320.0,4320.0,2488.0,2488.0
791,17,71,99999,Henderson County,IL,457,476.0,546,570.0,716,741.0,898,928.0,1026,1030.0,7331.0,7331.0,3827.0,3827.0
792,17,73,99999,Henry County,IL,544,589.0,641,687.0,822,880.0,1070,1152.0,1201,1299.0,50486.0,50486.0,22161.0,22161.0
793,17,75,99999,Iroquois County,IL,520,543.0,556,566.0,675,701.0,884,922.0,1178,1155.0,29718.0,29718.0,13452.0,13452.0
794,17,77,99999,Jackson County,IL,480,491.0,598,603.0,753,764.0,1021,989.0,1026,1033.0,60218.0,60218.0,28578.0,28578.0
795,17,79,99999,Jasper County,IL,451,473.0,559,598.0,670,697.0,961,999.0,964,1001.0,9698.0,9698.0,4345.0,4345.0
796,17,81,99999,Jefferson County,IL,484,497.0,566,578.0,737,751.0,924,941.0,1038,1034.0,38827.0,38827.0,16954.0,16954.0
797,17,83,99999,Jersey County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,22985.0,22985.0,9848.0,9848.0
798,17,85,99999,Jo Daviess County,IL,469,491.0,591,609.0,679,697.0,952,973.0,1055,1069.0,22678.0,22678.0,13574.0,13574.0
799,17,87,99999,Johnson County,IL,490,498.0,547,556.0,728,735.0,913,929.0,1048,1055.0,12582.0,12582.0,5598.0,5598.0
800,17,89,99999,Kane County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,515269.0,515269.0,182047.0,182047.0
801,17,91,99999,Kankakee County,IL,603,628.0,711,723.0,945,956.0,1282,1290.0,1531,1493.0,113449.0,113449.0,45246.0,45246.0
802,17,93,99999,Kendall County,IL,1014,1038.0,1021,1045.0,1358,1382.0,1975,1998.0,2392,2415.0,114736.0,114736.0,40321.0,40321.0
803,17,95,99999,Knox County,IL,436,464.0,514,547.0,684,723.0,865,946.0,932,977.0,52919.0,52919.0,24077.0,24077.0
804,17,97,99999,Lake County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,703462.0,703462.0,260310.0,260310.0
805,17,99,99999,La Salle County,IL,536,540.0,632,636.0,840,841.0,1191,1156.0,1279,1263.0,113924.0,113924.0,49978.0,49978.0
806,17,101,99999,Lawrence County,IL,520,547.0,523,547.0,696,724.0,873,907.0,948,979.0,16833.0,16833.0,6936.0,6936.0
807,17,103,99999,Lee County,IL,583,533.0,620,627.0,825,829.0,1034,1039.0,1163,1176.0,36031.0,36031.0,15049.0,15049.0
808,17,105,99999,Livingston County,IL,474,488.0,559,574.0,743,759.0,1011,1015.0,1065,1116.0,38950.0,38950.0,15895.0,15895.0
809,17,107,99999,Logan County,IL,480,506.0,535,564.0,712,746.0,952,995.0,1001,1083.0,30305.0,30305.0,12107.0,12107.0
810,17,109,99999,McDonough County,IL,524,533.0,620,625.0,778,786.0,975,985.0,1091,1168.0,32612.0,32612.0,14419.0,14419.0
811,17,111,99999,McHenry County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,308760.0,308760.0,116040.0,116040.0
812,17,113,99999,McLean County,IL,659,628.0,728,695.0,961,908.0,1321,1272.0,1649,1577.0,169572.0,169572.0,69656.0,69656.0
813,17,115,99999,Macon County,IL,518,508.0,620,611.0,812,790.0,1113,1083.0,1134,1125.0,110768.0,110768.0,50475.0,50475.0
814,17,117,99999,Macoupin County,IL,468,502.0,516,551.0,686,729.0,936,993.0,987,1027.0,47765.0,47765.0,21584.0,21584.0
815,17,119,99999,Madison County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,269282.0,269282.0,117106.0,117106.0
816,17,121,99999,Marion County,IL,464,472.0,547,539.0,727,713.0,954,947.0,1004,1002.0,39437.0,39437.0,18296.0,18296.0
817,17,123,99999,Marshall County,IL,581,609.0,646,668.0,824,848.0,1053,1086.0,1195,1223.0,12640.0,12640.0,5914.0,5914.0
818,17,125,99999,Mason County,IL,519,552.0,580,615.0,771,814.0,967,1020.0,1050,1100.0,14666.0,14666.0,7077.0,7077.0
819,17,127,99999,Massac County,IL,517,564.0,599,656.0,797,832.0,999,1042.0,1153,1135.0,15429.0,15429.0,7113.0,7113.0
820,17,129,99999,Menard County,IL,588,606.0,674,694.0,876,894.0,1132,1135.0,1193,1208.0,12705.0,12705.0,5654.0,5654.0
821,17,131,99999,Mercer County,IL,544,589.0,641,687.0,822,880.0,1070,1152.0,1201,1299.0,16434.0,16434.0,7358.0,7358.0
822,17,133,99999,Monroe County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,32957.0,32957.0,13392.0,13392.0
823,17,135,99999,Montgomery County,IL,453,523.0,566,557.0,710,697.0,890,873.0,1024,978.0,30104.0,30104.0,13080.0,13080.0
824,17,137,99999,Morgan County,IL,456,493.0,538,581.0,715,768.0,953,1026.0,974,1038.0,35547.0,35547.0,15515.0,15515.0
825,17,139,99999,Moultrie County,IL,525,529.0,588,601.0,675,704.0,907,951.0,1060,1074.0,14846.0,14846.0,6260.0,6260.0
826,17,141,99999,Ogle County,IL,503,522.0,586,615.0,780,813.0,1053,1072.0,1226,1205.0,53497.0,53497.0,22561.0,22561.0
827,17,143,99999,Peoria County,IL,581,609.0,646,668.0,824,848.0,1053,1086.0,1195,1223.0,186494.0,186494.0,83034.0,83034.0
828,17,145,99999,Perry County,IL,451,473.0,563,609.0,670,697.0,863,931.0,980,1009.0,22350.0,22350.0,9426.0,9426.0
829,17,147,99999,Piatt County,IL,657,727.0,742,747.0,907,897.0,1149,1147.0,1480,1427.0,16729.0,16729.0,7269.0,7269.0
830,17,149,99999,Pike County,IL,451,473.0,504,527.0,670,697.0,857,873.0,913,942.0,16430.0,16430.0,7951.0,7951.0
831,17,151,99999,Pope County,IL,451,473.0,504,527.0,670,697.0,961,906.0,964,1001.0,4470.0,4470.0,2491.0,2491.0
832,17,153,99999,Pulaski County,IL,451,593.0,583,609.0,670,697.0,946,1008.0,964,1224.0,6161.0,6161.0,3155.0,3155.0
833,17,155,99999,Putnam County,IL,517,543.0,586,598.0,779,791.0,979,1019.0,1121,1291.0,6006.0,6006.0,3074.0,3074.0
834,17,157,99999,Randolph County,IL,500,506.0,590,607.0,711,730.0,920,950.0,1120,1143.0,33476.0,33476.0,13707.0,13707.0
835,17,159,99999,Richland County,IL,500,523.0,504,527.0,670,697.0,883,873.0,1057,1002.0,16233.0,16233.0,7513.0,7513.0
836,17,161,99999,Rock Island County,IL,544,589.0,641,687.0,822,880.0,1070,1152.0,1201,1299.0,147546.0,147546.0,65756.0,65756.0
837,17,163,99999,St. Clair County,IL,651,680.0,739,763.0,957,989.0,1268,1300.0,1482,1530.0,270056.0,270056.0,116249.0,116249.0
838,17,165,99999,Saline County,IL,457,463.0,538,545.0,716,721.0,972,982.0,975,986.0,24913.0,24913.0,11697.0,11697.0
839,17,167,99999,Sangamon County,IL,588,606.0,674,694.0,876,894.0,1132,1135.0,1193,1208.0,197465.0,197465.0,89901.0,89901.0
840,17,169,99999,Schuyler County,IL,451,484.0,537,540.0,670,714.0,843,895.0,964,1076.0,7544.0,7544.0,3459.0,3459.0
841,17,171,99999,Scott County,IL,466,479.0,520,534.0,692,707.0,868,886.0,942,956.0,5355.0,5355.0,2459.0,2459.0
842,17,173,99999,Shelby County,IL,468,473.0,522,558.0,694,697.0,965,1008.0,1106,1149.0,22363.0,22363.0,10396.0,10396.0
843,17,175,99999,Stark County,IL,581,609.0,646,668.0,824,848.0,1053,1086.0,1195,1223.0,5994.0,5994.0,2674.0,2674.0
844,17,177,99999,Stephenson County,IL,468,463.0,534,528.0,710,698.0,894,895.0,1022,1107.0,47711.0,47711.0,22081.0,22081.0
845,17,179,99999,Tazewell County,IL,581,609.0,646,668.0,824,848.0,1053,1086.0,1195,1223.0,135394.0,135394.0,57516.0,57516.0
846,17,181,99999,Union County,IL,451,448.0,504,527.0,670,697.0,927,980.0,1174,1224.0,17808.0,17808.0,7924.0,7924.0
847,17,183,99999,Vermilion County,IL,508,506.0,611,607.0,796,787.0,998,995.0,1116,1064.0,81625.0,81625.0,36318.0,36318.0
848,17,185,99999,Wabash County,IL,489,514.0,546,573.0,726,758.0,988,1021.0,989,1025.0,11947.0,11947.0,5585.0,5585.0
849,17,187,99999,Warren County,IL,532,527.0,568,585.0,755,774.0,960,971.0,1028,1046.0,17707.0,17707.0,7682.0,7682.0
850,17,189,99999,Washington County,IL,568,591.0,572,595.0,761,787.0,954,986.0,1036,1064.0,14716.0,14716.0,6534.0,6534.0
851,17,191,99999,Wayne County,IL,451,473.0,504,527.0,670,697.0,840,873.0,923,944.0,16760.0,16760.0,7975.0,7975.0
852,17,193,99999,White County,IL,427,448.0,504,529.0,670,697.0,879,901.0,1007,1033.0,14665.0,14665.0,7181.0,7181.0
853,17,195,99999,Whiteside County,IL,567,539.0,609,619.0,752,783.0,950,981.0,1069,1082.0,58498.0,58498.0,25770.0,25770.0
854,17,197,99999,Will County,IL,953,998.0,1099,1140.0,1279,1323.0,1626,1683.0,1944,2013.0,677560.0,677560.0,237501.0,237501.0
855,17,199,99999,Williamson County,IL,553,563.0,556,567.0,740,750.0,1024,1027.0,1303,1307.0,66357.0,66357.0,30359.0,30359.0
856,17,201,99999,Winnebago County,IL,548,555.0,620,640.0,825,846.0,1111,1142.0,1200,1228.0,295266.0,295266.0,125965.0,125965.0
857,17,203,99999,Woodford County,IL,581,609.0,646,668.0,824,848.0,1053,1086.0,1195,1223.0,38664.0,38664.0,15145.0,15145.0
858,18,1,99999,Adams County,IN,486,479.0,579,582.0,697,688.0,1014,995.0,1218,1208.0,34387.0,34387.0,13014.0,13014.0
859,18,3,99999,Allen County,IN,532,547.0,624,649.0,795,821.0,1022,1058.0,1134,1158.0,355329.0,355329.0,152184.0,152184.0
860,18,5,99999,Bartholomew County,IN,679,760.0,764,765.0,911,914.0,1161,1185.0,1245,1235.0,76794.0,76794.0,33098.0,33098.0
861,18,7,99999,Benton County,IN,638,644.0,720,740.0,860,869.0,1166,1173.0,1485,1508.0,8854.0,8854.0,3937.0,3937.0
862,18,9,99999,Blackford County,IN,486,479.0,524,529.0,697,688.0,940,922.0,1030,1029.0,12766.0,12766.0,6051.0,6051.0
863,18,11,99999,Boone County,IN,638,692.0,741,799.0,907,976.0,1213,1303.0,1379,1477.0,56640.0,56640.0,22754.0,22754.0
864,18,13,99999,Brown County,IN,638,692.0,741,799.0,907,976.0,1213,1303.0,1379,1477.0,15242.0,15242.0,8285.0,8285.0
865,18,15,99999,Carroll County,IN,521,533.0,524,541.0,697,715.0,979,934.0,982,1001.0,20155.0,20155.0,9472.0,9472.0
866,18,17,99999,Cass County,IN,471,442.0,555,520.0,738,688.0,925,862.0,1101,992.0,38966.0,38966.0,16474.0,16474.0
867,18,19,99999,Clark County,IN,614,641.0,698,733.0,873,908.0,1190,1233.0,1339,1392.0,110232.0,110232.0,47776.0,47776.0
868,18,21,99999,Clay County,IN,520,547.0,643,674.0,815,852.0,1071,1100.0,1110,1197.0,26890.0,26890.0,11703.0,11703.0
869,18,23,99999,Clinton County,IN,489,476.0,600,576.0,766,741.0,1032,991.0,1059,1002.0,33224.0,33224.0,13321.0,13321.0
870,18,25,99999,Crawford County,IN,486,479.0,524,520.0,697,688.0,939,918.0,999,988.0,10713.0,10713.0,5520.0,5520.0
871,18,27,99999,Daviess County,IN,500,501.0,539,544.0,717,720.0,982,955.0,1006,973.0,31648.0,31648.0,12471.0,12471.0
872,18,29,99999,Dearborn County,IN,598,629.0,691,722.0,908,952.0,1265,1317.0,1472,1523.0,50047.0,50047.0,20171.0,20171.0
873,18,31,99999,Decatur County,IN,596,576.0,645,632.0,854,828.0,1099,1072.0,1163,1119.0,25740.0,25740.0,11209.0,11209.0
874,18,33,99999,DeKalb County,IN,507,515.0,609,585.0,761,740.0,1017,987.0,1036,1000.0,42223.0,42223.0,17558.0,17558.0
875,18,35,99999,Delaware County,IN,564,590.0,586,593.0,773,777.0,1000,1000.0,1221,1219.0,117671.0,117671.0,52357.0,52357.0
